Name,Ticker,Description,Change (%),Volume (24H),Market Cap,Holders,PriceETH,PriceBTC,PriceUSD
WELL Token,WELL,Global blockchain protocol designed for healthcare,NA,0,8636,11039,0,0,1e-4
Hero Origen,HERO,Hero is the future of banking that provides collateralized loans to the unbanked and underbanked consumer across Southeast Asia.,NA,0,351734,11034,7e-6,1e-6,0.029099999999999997
AIOZ Network,AIOZ,AIOZ is a Blockchain-based Content Delivery Network that is about to bring a revolution to the entertainment industry.,5.49,1796935,52913027,11031,2.1e-4,1.7e-5,0.8556000000000001
MXCToken,MXC,"Inspiring fast, efficient, decentralized data exchanges using LPWAN-Blockchain Technology.",3.54,26122455,93411789,11023,9e-6,1e-6,0.0382
Enigma,ENG,Enigma is a privacy protocol that enables truly decentralized applications and unlocks the value of blockchains.,-16.84,239361,14028929,10955,4.1e-5,3e-6,0.1683
Paxos Gold,PAXG,"PAX Gold (PAXG) tokens each represent one fine troy ounce of an LBMA-certified, London Good Delivery physical gold bar, secured in Brink’s vaults.",1.1500000000000001,21110020,208445967,10954,0.456656,0.03687,1861.42
Crypto20,C20,Tokenized Crypto Index Fund.,14.98,241537,190552800,10896,0.001393,1.1300000000000001e-4,5.68
Sapien Network,SPN,Sapien aims to be the web3 social network of the future.,NA,95,1477588,10882,1e-6,0,0.0044
onG,ONG,"SoMee.social is redefining social media for privacy, control, and monetization. SoMee allows users to monetize content, likes, and time spent on social media.",9.719999999999999,185920,9386958,10756,2.5e-5,2e-6,0.1024
Scanetchain,SWC,"SCANETCHAIN is the commercial dApp built on the NEM platform Developed for Blockchain Commercialization. Using augmented reality & hybrid blockchain to ensure interoperability of on-offline advertising, shopping, SNS services.",-62.58,587,62604,10722,0,0,1e-4
HASHGARD,GARD,The protocol of distributed and trusted asset management.,5.659999999999999,99283,4443599,10590,0,0,5e-4
BIX Token,BIX,AI Enhanced Encrypted Digital Asset Exchange.,2.7600000000000002,6482320,21947991,10476,4.5e-5,4e-6,0.1854
OVR,OVR,"OVR ecosystem allow users to earn by buying, selling or renting OVR Lands or just by stacking OVR Tokens while content creators can earn building and publishing AR experiences.",1.87,1784985,20853785,10469,2.77e-4,2.2000000000000003e-5,1.1300000000000001
Endor Protocol Token,EDR,Inventing the “Google” for predictive analytics,-2,22297305,43717084,10452,1.5000000000000002e-5,1e-6,0.061399999999999996
PolkaBridge,PBR,PolkaBridge offers a decentralized bridge that connects Polkadot platform and other blockchains.,3.8299999999999996,1433634,5357907,10441,6.6e-5,5e-6,0.2675
Proton,XPR,"Proton is a new public blockchain and dApp platform designed for both consumer applications and P2P payments. It is built around a secure identity and financial settlements layer that allows users to directly link real identity and fiat accounts, pull funds and buy crypto, and use crypto seamlessly.",3.4,966984,37687043,10378,3e-6,0,0.0104
HelloGold,HGT,"HelloGold is a start-up that creates simple and accessible gold products for everyone, providing access to gold as a form of savings, loan collateral and remittance",24.32,455,795748,10301,1e-6,0,0.0022
HitchainCoin,HIT,A Developer Autonomous Community on Blockchain,7.319999999999999,1074630,17616424,10299,0,0,3e-4
B2BX,B2BX,"Aims to provide cryptocurrency liquidity for brokers, stock exchanges,
hedge funds and other institutional clients.",NA,22,1902501,10276,2.9e-5,2e-6,0.1168
SNGLS,SNGLS,"A Blockchain Entertainment Studio, Smart Contract Rights Management Platform and Video On-Demand Portal",10.58,1063771,17569853,10205,5e-6,0,0.0197
DODO bird,DODO,"DODO is a on-chain liquidity provider, which leverages the Proactive Market Maker algorithm (PMM) to provide pure on-chain and contract-fillable liquidity for everyone.",7.26,38244985,362879907,10198,7.46e-4,6e-5,3.04
HOLD,HOLD,HOLD is a revolutionary card that provides instant cash against cryptocurrency collateral. Leverage the power of your portfolio without having to sell it.,NA,1081,1393662,10119,0,0,0.002
TE-FOOD/TustChain,TONE,A food traceability solution.,12.709999999999999,786377,56996276,10118,2.4e-5,2e-6,0.09989999999999999
Ultiledger,ULT,"Credit circulation, Asset circulation, Value circulation. The next generation global self-financing blockchain protocol.",30.25,3429954,61578533,10085,8e-6,1e-6,0.0315
SyncFab Smart Manufacturing Blockchain,MFG,Revolutionizing Hardware Manufacturing with Blockchain,13.5,6148,7396317,10056,7e-6,1e-6,0.028
CelerToken,CELR,"Celer Network is a layer-2 scaling platform that enables fast, easy and secure off-chain transactions.",16.24,40145904,271647533,10028,1.2e-5,1e-6,0.048
UnikoinGold,UKG,"UnikoinGold is an ethereum-based, decentralized crypto token designed for high-volume, high security, inexpensive gaming and esports related transactions on the Unikrn platform.",NA,11,444390,9962,1e-6,0,0.003
DOS Network Token,DOS,DOS Network is a chain-agnostic layer 2 decentralized oracle network that offers realtime data feeds and verifiable computation power to mainstream blockchains.,12.05,269608,10775561,9951,2e-5,2e-6,0.081
QNTU,QNTU,A blockchain-powered lottery for a blockchain-powered future,NA,12,12533102,9884,0,0,4e-4
Pundi X Token,PUNDIX,To provide developers increased use cases and token user base by supporting offline and online payment of their custom tokens in Pundi X‘s ecosystem.,10.350000000000001,18879245,645654082,9856,6.11e-4,4.9000000000000005e-5,2.4899999999999998
VIB,VIB,"Viberate is a crowdsourced live music ecosystem and a blockchain-based marketplace, where musicians are matched with booking agencies and event organizers.",9.850000000000001,1594971,16338288,9855,2.2000000000000003e-5,2e-6,0.08889999999999999
Authorship,ATS,Aims to make the Internet More Free and Accessible For Authors and Readers.,NA,48,5442,9816,0,0,1e-4
Morpheus.Network,MRPH,"Morpheus.Network was designed with some of the world's largest shipping, customs & banking firms to create a full-service, global, automated, supply chain platform with an integrated cryptocurrency payment system",27.22,1007088,60106161,9633,3.95e-4,3.2e-5,1.61
SushiBar,xSUSHI,xSushi is what you get when you stake SUSHI on the new sushiswapclassic.org/staking page - the xSUSHI staked earns a reward fee of 0.05% of all trades.,24.12,1533876,1202867364,9629,0.0050680000000000005,4.09e-4,20.66
AppCoins,APPC,AppCoins is meant for use in the AppCoins blockchain platform to perform transactions in the app store ecosystem.,6.24,780538,19639487,9603,4.3e-5,3e-6,0.17350000000000002
Frontier Token,FRONT,"Frontier is a chain-agnostic DeFi aggregation layer. To date, they have added support for DeFi on Ethereum, Binance Chain, BandChain, Kava, and Harmony. Via StaFi Protocol, they will enter into the Polkadot ecosystem, and will now put vigorous efforts towards Serum.",14.6,34455657,77670606,9570,5.08e-4,4.1e-5,2.07
Nitro,NOX,Blockchain platform for video game industry,NA,166,569,9565,0,0,0
Fusion,FSN,"FUSION is a public blockchain devoting itself to creating an inclusive cryptofinancial platform by providing cross-chain, cross-organization, and cross-datasource smart contracts.",7.89,5128062,106300695,9552,3.7799999999999997e-4,3.1e-5,1.54
Gladius,GLA,DDoS protection network and DCN.,NA,0,460205,9552,7e-6,1e-6,0.0295
Rari Governance Token,RGT,"The Rari Governance Token is the native token behind the DeFi robo-advisor, Rari Capital.",12.139999999999999,2929053,110074583,9501,0.003069,2.48e-4,12.51
Kryll,KRL,A Crypto Traders Community,8.29,225657,14220918,9489,1.09e-4,9e-6,0.4429
Propy,PRO,Property Transactions Secured Through Blockchain.,8.56,16019424,83782395,9486,3.53e-4,2.9e-5,1.44
Rupiah Token,IDRT,"Rupiah Token (IDRT) is the first fiat-collateralized Indonesian Rupiah Stablecoin. Developed by PT Rupiah Token Indonesia, each IDRT is worth exactly 1 IDR.",1.95,1775242,2158866,9481,0,0,1e-4
Block-Chain.com Token,BC,Block-chain.com is the guide to the world of blockchain and cryptocurrency.,16.53,0,4098218,9455,5e-6,0,0.019799999999999998
QuarkChain Token,QKC,A High-Capacity Peer-to-Peer Transactional System,4.09,10903543,175896652,9394,7e-6,1e-6,0.0271
DAEX Token,DAX,DAEX is an open and decentralized clearing and settlement ecosystem for all cryptocurrency exchanges.,-2.8299999999999996,336956,4643351,9386,3e-6,0,0.013000000000000001
Presearch,PRE,Presearch is building a decentralized search engine powered by the community. Presearch utilizes its PRE cryptocurrency token to reward users for searching and to power its Keyword Staking ad platform.,8.59,430471,24184869,9359,1.5000000000000002e-5,1e-6,0.061399999999999996
DSLA,DSLA,"DSLA Protocol is a decentralized alternative to SLA contracts. It enables anyone to vouch for the reliability of a service, earn rewards when the service performs as expected, and claim financial compensation when the service doesn’t meet expectations.",5.51,1476197,81187663,9213,3e-6,0,0.0126
Lunyr,LUN,Lunyr is an Ethereum-based decentralized world knowledge base which rewards users with app tokens for peer-reviewing and contributing information,3.4499999999999997,14283,1249156,9158,1.1300000000000001e-4,9e-6,0.4621
YGGDRASH,YEED,Trust-based Multi-dimensional Blockchain,-1.6300000000000001,30432,5987146,9077,0,0,9e-4
Blockport,BPT,Social crypto exchange based on a hybrid-decentralized architecture.,4,342518,27839420,9058,1.07e-4,9e-6,0.4358000000000001
ETERNAL TOKEN,XET,"The Eternal Project is an undertaking for the rapid spread of Eternal Wallet and Eternal Coin around the world, by utilizing the skills and infrastructures of global corporations and individuals.",10.97,414834,11852861,9030,4.8e-5,4e-6,0.1961
Accelerator,ACC,A proof-of-stake smart contract backed by a physical mining facility.,NA,0,3543,8956,1e-6,0,0.0039
Pinakion,PNK,"Kleros provides fast, secure and affordable arbitration for virtually everything.",16.610000000000003,5872054,164627193,8884,7.599999999999999e-5,6e-6,0.3109
Aragon Network Token,ANT,Create and manage unstoppable organizations. Aragon lets you manage entire organizations using the blockchain. This makes Aragon organizations more efficient than their traditional counterparties.,7.6,40382858,299524049,8876,0.0020780000000000004,1.6800000000000002e-4,8.47
pNetwork Token,PNT,"pNetwork is the heartbeat of cross-chain composability. As the governance network for the pTokens system, it enables the seamless movement of assets across blockchains.",7.33,18349746,82913251,8851,4.7300000000000006e-4,3.8e-5,1.93
FuzeX,FXT,"Cryptocurrency, credit, debit and reward payments at your fingertips",-16.52,970,1437916,8798,0,0,0.0017000000000000001
ClearCoin,XCLR,ClearCoin makes buying and selling of media on the blockchain simple and seamless. Its platform powers a system allowing for complete data transparency everyone can trust.,NA,0,88298,8704,0,0,2e-4
BetProtocolToken,BEPRO,BetProtocol enables entrepreneurs and developers to create gaming platforms in minutes. No coding required.,15.629999999999999,7236563,65598882,8698,3e-6,0,0.0142
Decentr,DEC,"Decentr is a publicly accessible, open-source blockchain protocol that targets the consumer crypto loans market, securing user data, and returning data value to the user.",9.09,2141170,29553648,8692,9.800000000000001e-5,8e-6,0.40030000000000004
Launchpool token,LPOOL,"Launchpool believes investment funds and communities work side by side on projects, on the same terms, towards the same goals. Launchpool aims to harness their strengths and aligns their incentives, the sum is greater than its constituent parts.",7.159999999999999,1402265,35220515,8663,0.002313,1.8700000000000002e-4,9.43
DGD,DGD,DigixDAO is a decentralized voting / utility token that allows users to submit and manage proposals that relate to the growth of the Digix ecosystem and platform.,12.41,275904,73986960,8592,0.19240000000000002,0.015534000000000001,784.26
DomRaiderToken,DRT,DomRaider aims to be the bridge between the world of assets and the potential of open-source blockchain.,20.06,1657,6367200,8580,1e-6,0,0.0061
BitMartToken,BMC,BitMart is a globally integrated trading platform founded by a group of cryptocurrency enthusiasts.,4.9,3434038,35160932,8573,5.5e-5,4e-6,0.2251
CPChain,CPC,CPChain is a new distributed infrastructure for next generation Internet of Things (IoT).,12.49,404588,5215944,8537,3e-6,0,0.013000000000000001
Herocoin,PLAY,Decentralized Solution for online betting.,20.21,125403,6749958,8513,1.1000000000000001e-5,1e-6,0.0452
Alpha,A,"Using the powerful Ethereum Network, Alpha Investing is offering a unique suite of products and services for navigating the Crypto-Currency Markets.",19.610000000000003,1893,524184,8477,2e-6,0,0.0093
Darwinia Network Native Token,RING,"Darwinia Network provides game developers the scalability, cross-chain interoperability, and NFT identifiability, with seamless integrations to Polkadot, bridges to all major blockchains, and on-chain RNG services",39.98,9496718,64310502,8457,3.3e-5,3e-6,0.1343
SPHTX,SPHTX,Integrating Blockchain with Enterprise Applications.,NA,1728,772996,8413,1e-6,0,0.0022
Serum,SRM,"Serum is a decentralized derivatives exchange with trustless cross-chain trading by Project Serum, in collaboration with a consortium of crypto trading and DeFi experts.",14.84,147039364,446274534,8377,0.002181,1.7600000000000002e-4,8.89
Zebi Coin,ZCO,Blockchaining India’s Big Data,4.3,41323,3590554,8345,2e-6,0,0.0071
Monetha,MTH,Trusted ecommerce.,14.3,3037017,15148313,8241,1.1000000000000001e-5,1e-6,0.044
J8T,J8T,Democratizing influence.,NA,0,109838,8202,0,0,2e-4
Lamden Tau,TAU,Lamden is a suite of developer tools that speed up the process of creating new and custom blockchains and apps.,7.51,105083,28164405,8193,2.4e-5,2e-6,0.0974
Lancer Token,LNC,Blocklancer is a so called Distributed Autonomous Job Market (DAJ) on the Ethereum platform.,NA,0,54527,8135,0,0,5e-4
Delta,DLT,"Legally Binding Smart Contracts, Powered by AI.",4.88,295101,14059727,8045,4.2000000000000004e-5,3e-6,0.1708
DataWallet,DXT,"Datawallet provides users with a self-sovereign wallet that puts them in charge of their data, and allows them to monetize as well as utilize an asset that is rightfully theirs.",-5.88,19,264662,8045,0,0,7e-4
MetaMorph,METM,MetaMorph is an easy Coin Exchange interface that can switch digital currencies from one cryptocurrency to another.,17.07,7426,430657,8032,1e-6,0,0.003
EmphyCoin,EPY,Decentralized blockchain lodging ecosystem,NA,0,102986,7998,3e-6,0,0.013000000000000001
bZx Protocol Token,BZRX,BZRX token.,18.57,37778149,165155948,7894,1.93e-4,1.6000000000000003e-5,0.7854999999999999
DAOstack,GEN,"DAOstack powers decentralized companies, funds and markets to make fast and innovative decisions at scale.",4.7700000000000005,254495,14377513,7894,7.3e-5,6e-6,0.29560000000000003
XMED Chain Token,XMCT,Connecting global medical data and find your ideal cross-border medical solution,NA,0,40253,7863,0,0,4e-4
Poker Chips,CHP,CoinPoker is a poker room built on blockchain technology that aims to offer fantastic value for both poker players and cryptocurrency community members alike.,103.16999999999999,4066,8551765,7857,7e-6,1e-6,0.0268
Trustcoin,TRST,"A platform for Trusted Lending Circles, powered by people and blockchain",12.15,2826,2025596,7848,5e-6,0,0.020900000000000002
LGO Token,LGO,Exchange with decentralized ledgers,2.8099999999999996,1694724,64225908,7778,9.800000000000001e-5,8e-6,0.3996
MANTRA DAO,OM,"MANTRA DAO is a community-governed DeFi platform focusing on Staking, Lending, and Governance.",41.54,64522028,108249998,7740,8.800000000000001e-5,7e-6,0.3604
Bethereum,BETHER,"Bethereum is a decentralised, social-betting platform based on Ethereum technology and Smart Contracts. Bether is the digital ERC-223 token powering the Bethereum solution.",-6.03,94887,929433,7688,0,0,0.0015999999999999999
RefToken,REF,Decentralized Affiliate platform,NA,0,20519,7687,5e-6,0,0.0204
4NEW,KWATT,CLEAN GREEN ENERGY FOR CRYPTO MINING,12.43,0,120708,7671,0,0,0.002
Reputation,REPv2,Augur combines the magic of prediction markets with the power of a decentralized network to create a stunningly accurate forecasting tool,10.65,60509140,247652807,7647,0.009424999999999998,7.610000000000001e-4,38.42
PRG,PRG,Revolutionizing all things cannabis with blockchain,NA,0,63424,7578,1e-6,0,0.0028
Niobium,NBC,"Niobium aims to build a corporate business crypto exchange called BOMESP, powering the future of distributive economy.",17.06,559,237226,7553,1e-6,0,0.0035
KEEP Token,KEEP,A keep is an off-chain container for private data.,15.99,3601245,247990559,7510,1.4000000000000001e-4,1.1000000000000001e-5,0.5716000000000001
Edgeless,EDG,The Ethereum smart contract-based that offers a 0% house edge and solves the transparency question once and for all.,-0.16,356,875900,7496,2e-6,0,0.0076
Chroma,CHR,Chromia is a relational blockchain designed to make it much easier to make complex and scalable dapps.,7.71,172175849,156702481,7391,8.6e-5,7e-6,0.34859999999999997
Mobile Integrated Blockchain,MIB,MIB coin is a Mobile Mining based Blockchain that has constructed an ecosystem that minimizes the maintenance of Blockchain Network.,1.31,391,461052,7380,2e-6,0,0.0063
0xBitcoin Token,0xBTC,Pure mined digital currency for Ethereum,8.12,872207,8184722,7360,2.97e-4,2.4e-5,1.21
Pluton,PLU,"With Plutus Tap & Pay, you can pay at any NFC-enabled merchant",10.16,851458,28040258,7346,0.0037580000000000005,3.03e-4,15.32
Genesis Vision,GVT,"A platform for the private trust management market, built on Blockchain technology and Smart Contracts.",8.209999999999999,2354835,40264163,7330,0.002223,1.7900000000000001e-4,9.06
BLOCKv,VEE,Create and Public Digital virtual goods on the blockchain,20.979999999999997,146153,20924468,7322,2e-6,0,0.0063
Covesting,COV,Covesting is a fully licensed distributed ledger technology (DLT) services provider incorporated under the laws of Gibraltar. We develop innovative trading tools to service both retail and institutional customers in the cryptocurrency space.,34.54,1923268,17032452,7285,2.11e-4,1.7e-5,0.8604
Meta,MTA,"mStable is a protocol that unites stablecoins, lending, and swapping into one robust and easy to use standard.",10.07,4243517,58158324,7266,5.05e-4,4.1e-5,2.06
Social Lending Token,SLT,Social Lending Network (SLN) is a decentralized social finance platform based on block chain technology. Its mission is to establish a next generation crypto-currency/token financial loan ecosystem.,NA,164,55168,7239,0,0,2e-4
AltEstate token,ALT,ALT is a utility token for Alt.Estate — the IT company offering a new solution for real estate tokenization,NA,1481,619566,7206,0,0,9e-4
https://unimex.network/,UMX,UniMex is a Uniswap based borrowing platform which facilitates the margin trading of native Uniswap assets.,16.9,176927,17656024,7203,6.45e-4,5.2000000000000004e-5,2.63
Wootrade Network,WOO,"Wootrade is incubated by Kronos Research, which aims to solve the pain points of the diversified liquidity of the cryptocurrency market, and provides sufficient trading depth for users such as exchanges, wallets, and trading institutions with zero fees.",20.06,90566490,561337053,7196,3.09e-4,2.5e-5,1.26
Amp,AMP,"Amp is a digital collateral token designed to facilitate fast and efficient value transfer, especially for use cases that prioritize security and irreversibility. Using Amp as collateral, individuals and entities benefit from instant, verifiable assurances for any kind of asset exchange.",16.71,7417039,2501267835,7189,1.7e-5,1e-6,0.0688
RvT,RVT,The Decentralized & Mobile Cyber Security Token.,9.94,2108,646361,7177,6e-6,0,0.0224
ViteToken,VITE,High-performance Decentralized Application Platform,8.55,21396337,105771843,7169,4.2000000000000004e-5,3e-6,0.17090000000000002
SGPay,SGP,"SGPay is the payments system built for the mobile platform. It aims to combine new digital tokens, next generation innovators and modern e-payment systems together.",NA,0,35841,7158,4e-6,0,0.017900000000000003
IPC,IPC,IPchain is a block chain product for the application in the field of intellectual property.,2.57,59682,942659,7082,7e-6,1e-6,0.0304
Marcelo,MRL,Smart Cryptocurrency Mining,NA,0,2195,7059,0,0,0
HyperQuant Token,HQT,HyperQuant is a professional platform for digital asset management and dApps creation that is based on the cutting-edge AI and Fast Order Delivery protocol,NA,5812,140981,7035,0,0,7e-4
Berry,BERRY,Rentberry offers users a fully operational long-term rental platform. It leverages blockchain technology to ensure seamless rental experience.,2.06,1398,510832,7026,0,0,0.0017000000000000001
MedToken,MTN,Medicalchain uses blockchain technology to securely store health records and maintain a single version of the truth.,39.82,3223424,6508454,7013,7e-6,1e-6,0.0284
Energy Web Token Bridged,EWTB,"Energy Web Token (EWT) is the native token of the Energy Web Chain, a public, Proof-of-Authority Ethereum Virtual Machine blockchain specifically designed to support enterprise-grade applications in the energy sector.",-5.71,15750339,484804823,6975,0.0039559999999999994,3.19e-4,16.126800000000003
Wrapped UST Token,UST,"The Terra blockchain is secured through distributed consensus over native staked asset Luna, and supports the issuance of price-tracking stablecoins (TerraKRW, TerraUSD, etc.) that are pegged to major world currencies.",0.36,96547627,2100331379,6967,2.45e-4,2e-5,1
Everex,EVX,"Everex aims to enable you to transfer, borrow, and trade in any fiat currency, anywhere.",16.89,871605,20215709,6954,2.2700000000000002e-4,1.8e-5,0.9242
Blank Token,BLANK,"Blank is a private, non-custodial Ethereum browser wallet. Blank uses smart contracts that allow users to hide the amounts and origins of cryptocurrency held, in a decentralized and frictionless manner.",24.9,1621189,34891574,6942,3.8799999999999994e-4,3.1e-5,1.58
Monolith,TKN,Non-custodial contract wallet paired with a debit card to spend your ETH & ERC-20 tokens in real life.,12.229999999999999,144221,10147442,6916,6.8e-5,6e-6,0.2791
Omnitude,ECOM,"Omnitude is a middleware layer allowing eCommerce businesses to adopt blockchain quickly and efficiently, without needing to replace current systems.",0.08,40635,1266629,6863,8e-6,1e-6,0.0327
Traxia Membership Token,TMT,A decentralized global trade finance ecosystem.,15.1,1444,392725,6832,0,0,8e-4
HUSD,HUSD,"HUSD is an ERC-20 token that is 1:1 ratio pegged with USD. It was issued by Stable Universal, an entity that follows US regulations.",0.02,1616871757,807510927,6820,2.45e-4,2e-5,0.997
Tidal Token,TIDAL,Tidal is an insurance platform enabling custom pools to cover DeFi protocols.,6.73,445887,29512653,6778,3e-6,0,0.0131
ATLANT,ATL,Real Estate Blockchain Platform.,NA,0,70,6740,0,0,0
Orbs,ORBS,"Orbs is a public blockchain built for the needs of apps with millions of users, from SLAs to adjustable fee models to on-demand capacity.",20.01,20929725,268967398,6708,3.1e-5,3e-6,0.1275
Sentivate,SNTVT,A revolutionary new Internet with a hybrid topology consisting of centralized & decentralized systems. The network is designed to go beyond the capabilities of any solely centralized or decentralized one.,14.68,1730952,83120890,6698,8e-6,1e-6,0.0335
PoolTogether,POOL,PoolTogether is a protocol for no-loss prize games.,13.66,1071801,36795571,6672,0.004835,3.9e-4,19.71
Moss Coin,MOC,Location-based Augmented Reality Mobile Game based on Real Estate,12.229999999999999,50487044,38862443,6574,3.5000000000000004e-5,3e-6,0.1411
Network,NTWK,Network Learning is an e-learning platform where users who are new to cryptocurrency can come visit to learn the basics.,NA,0,19418,6569,0,0,0.0012000000000000001
LCX,LCX,LCX Terminal is made for Professional Cryptocurrency Portfolio Management,15.07,1210918,36846339,6541,1.6000000000000003e-5,1e-6,0.0653
Bezop,Bez,Bezop is a complete solution for running a successful ecommerce business online for new and experienced users.,13.860000000000001,4292397,573275,6452,3e-6,0,0.0103
Cardstack,CARD,The experience layer of the decentralized internet.,-5.25,1354230,60672121,6450,5e-6,0,0.02
OpenANX,OAX,Decentralized Exchange.,10.33,398539,17588164,6430,7.599999999999999e-5,6e-6,0.3084
Mask Network,MASK,Mask Network allows users to encrypt content when posting on You-Know-Where and only the users and their friends can decrypt them.,3.44,56093708,171444917,6412,0.0032480000000000005,2.62e-4,13.239999999999998
OCC,OCC,A decentralized launchpad and exchange designed for the Cardano ecosystem.,-4.33,4579450,53296071,6375,0.003523,2.84e-4,14.360000000000001
CZR,CZR,CanonChain will be triggered from the protocol layer and the chip layer of the communication to provide a robust foundation for the entire blockchain industry.,NA,166,3049790,6328,1e-6,0,0.0032
Fire Lotto,FLOT,Decentralized lottery platform based on the Ethereum blockchain and managed by smart contracts without any human intervention.,29.979999999999997,4777678,787526,6316,2e-6,0,0.0076
Chi Gastoken by 1inch,CHI,"Chi Gastoken by 1inch.exchange is a more optimized gas token solution then everything existing on the market. Shorter contract address, using create2 and some assembly optimizations provide lower gas costs on minting and burning calls.",18.52,424589,8167597,6302,0.001209,9.800000000000001e-5,4.930000000000001
PoSToken,POS,PoS Smart Contract Token.,NA,0,5646,6267,1e-6,0,0.0054
AMLT,AMLT,The Coinfirm AMLT token solves AML/CTF needs for cryptocurrency and blockchain-related companies and allows for the safe adoption of cryptocurrencies and blockchain by players in the traditional economy.,15.78,49599,25181511,6257,1.8e-5,1e-6,0.07490000000000001
Delphy Token,DPY,Prediction markets built on the blockchain.,11.6,40521,1162190,6225,5e-6,0,0.018500000000000003
Kora Network Token,KNT,Kora is a digital banking solution powered by the Kora Network,NA,76,92686,6201,0,0,3e-4
TORN Token,TORN,Tornado Cash is a fully decentralized protocol for private transactions on Ethereum.,13.9,8589625,68999169,6153,0.026831,0.002166,109.36999999999999
BitBall,BTB,Education Portal for Newbies in Crypto World.,16.68,179420,2181923,6135,1e-6,0,0.0034000000000000002
Beluga Banking Infrastructure Token,BBI,Provides easy-to-use tools to help merchants grow their business.,NA,0,130580,6106,6e-6,1e-6,0.026400000000000003
Colu Local Network,CLN,A Decentralized Payment Network Powered By Communities,NA,0,1976611,6105,5e-6,0,0.019799999999999998
UnlimitedIP Token,UIP,,11.08,1697985,13114417,6099,3e-6,0,0.0104
AlphaToken,ALPHA,Alpha Finance Lab is an ecosystem of DeFi products and focused on building an ecosystem of automated yield-maximizing Alpha products that interoperate to bring optimal alpha to users on a cross-chain level.,6.35,170796118,661680736,6092,5.64e-4,4.600000000000001e-5,2.3
Compound Basic Attention Token,cBAT,"Compound is an open-source protocol for algorithmic, efficient Money Markets on the Ethereum blockchain.",6.55,2662062,159212851,6091,6e-6,1e-6,0.025400000000000002
Illuvium,ILV,"Illuvium is a decentralized, NFT collection and auto battler game built on the Ethereum network.",27.88,4207024,55014222,6014,0.020669,0.0016689999999999997,84.25
BEAT,BEAT,Beat aims to unleash the value of verified health and sports data using cutting edge blockchain technology.,NA,332,4575215,6000,1e-6,0,0.0037
Archetypal Network,ACTP,Archetypal Network is an Ethereum based cloudmining smart contract miner to support real-time mining and high transaction throughput.,NA,1770,56475,5995,0,0,0
EXRP Network,EXRN,Connecting the blockchains using crosschain gateway built with smart contracts.,2.9899999999999998,22226,4937365,5989,0,0,1e-4
Compound Sai,cSAI,"Compound is an open-source protocol for algorithmic, efficient Money Markets on the Ethereum blockchain.",NA,0,2412544,5976,6.7e-5,5e-6,0.27380000000000004
HOPR Token,HOPR,HOPR provides essential and compliant network-level metadata privacy for everyone. HOPR is an open incentivized mixnet which enables privacy-preserving point-to-point data exchange.,8.31,742047,54335552,5973,1.32e-4,1.1000000000000001e-5,0.5369
Rating,Rating,Construct a token incentive ecosystem based on quantitative rating for cryptocurrency investors,7.430000000000001,50924,2214564,5971,0,0,5e-4
AdBank,ADB,"Online advertising platform, middleman-free.",33.27,490701,5939854,5938,2e-6,0,0.007
nDEX,NDX,"nDEX Network is a next generation decentralized ethereum token exchange. Our primary goal is to provide a clean, fast and secure trading environment with lowest service charge.",-2.16,0,3638823,5928,0,0,2e-4
Marlin POND,POND,Marlin is an open protocol that provides a high-performance programmable network infrastructure for Web 3.0,20.939999999999998,21942704,121921777,5918,3.9e-5,3e-6,0.15950000000000003
Humaniq,HMQ,Humaniq aims to be a simple and secure 4th generation mobile bank.,41.97,192278,2313334,5900,3e-6,0,0.0128
Streamity,STM,Streamity - It is as easy to exchange crуptоcurrеncy to any type of money as sending cash to your mobile phone,8.01,0,706475,5864,5e-6,0,0.0196
Vibe Coin,VIBE,Crypto Based Virtual / Augmented Reality Marketplace & Hub.,60.02,41728,5985226,5773,8e-6,1e-6,0.0316
Curate,XCUR,Curate is a shopping rewards app for rewarding users with free cashback and crypto on all their purchases.,9.39,6565291,32598902,5750,0.001496,1.21e-4,6.1
TGAME,TGAME,The trusted smart contracts based IGaming platform,0.65,6370,149864,5658,0,0,0.0017000000000000001
Nectar,NCT,Decentralized marketplace where security experts build anti-malware engines that compete to protect you.,1.43,34673,21790480,5643,3e-6,0,0.014
LALA,LALA,LaLa is a new age one-stop Wallet based on ethereum and hyperledger blockchains allowing investors to capitalise on the rise of blockchain as well as the underbanked into the financial ecosystem.,5.17,0,113883,5630,0,0,5e-4
Datarius Credit,DTRC,Datarius cryptobank is a decentralized partially closed system.,9.92,59,109412,5626,0,0,8e-4
SPANK,SPANK,A cryptoeconomic powered adult entertainment ecosystem built on the Ethereum network.,5.619999999999999,36986,22675722,5605,9e-6,1e-6,0.0373
ZAP TOKEN,ZAP,Zap project is a suite of tools for creating smart contract oracles and a marketplace to find and subscribe to existing data feeds that have been oraclized,7.119999999999999,1687916,34732156,5598,3.5000000000000004e-5,3e-6,0.14170000000000002
Compound USDT,cUSDT,"Compound is an open-source protocol for algorithmic, efficient Money Markets on the Ethereum blockchain.",0.06,24840579,620957952,5571,5e-6,0,0.0212
iQeon,IQN,"decentralized PvP gaming platform integrating games, applications and services based on intelligent competitions between users created to help players monetize their in-gaming achievements.",4.859999999999999,1060692,17039389,5569,7.51e-4,6.1e-5,3.06
VesperToken,VSP,"Vesper provides a suite of yield-generating products, focused on accessibility, optimization, and longevity.",10.46,5281427,100081321,5568,0.0075509999999999996,6.1e-4,30.779999999999998
